OBJECTID,stop_id,stop_code,stop_name,stop_lat,stop_lon
3888,105006,105006,FLAT SHOALS AVE SE @ EAST SIDE AVE,33.733852,-84.34021
3889,105016,105016,FLAT SHOALS RD SE@LEAH LN SE,33.729303,-84.328669
3890,105018,105018,FLAT SHOALS RD SE@1909,33.727647,-84.325332
3891,105038,105038,GLENWOOD AVE SE@MAYNARD TER SE,33.739963,-84.334886
3892,105040,105040,GLENWOOD AVE SE@CLIFTON ST SE,33.739919,-84.33231
3893,105042,105042,GLENWOOD AVE SE@WINTHROP DR SE,33.739874,-84.330647
3894,105043,105043,GLENWOOD AVE SE@WINTHROP DR SE,33.739754,-84.329835
3895,105044,105044,GLENWOOD AVE SE@HOWARD ST SE,33.73968,-84.3264
3896,105074,105074,GLENWOOD AVE SE @ WINTHROP DR SE,33.739928,-84.330071
3897,105075,105075,GLENWOOD AVE SE @ CLIFTON ST SE,33.73999,-84.33256
3898,105076,105076,GLENWOOD AVE SE @ MAYNARD TER SE,33.740035,-84.334778
3899,105094,105094,FLAT SHOALS RD SE @ 1930,33.72776,-84.325432
3900,105096,105096,FLAT SHOALS RD SE@HILLBURN DR SE,33.728766,-84.326887
3901,105098,105098,FLAT SHOALS RD SE@LEAH LN SE,33.729249,-84.32831
3902,105107,105107,FLAT SHOALS RD SE@HILLBURN DR SE,33.728712,-84.327234
3903,105118,105118,FLAT SHOALS AVE SE @ EAST SIDE AVE,33.733804,-84.339994
3904,105120,105120,FLAT SHOALS AVE SE @ VAN EPPS AVE SE,33.736749,-84.342005
3905,105122,105122,FLAT SHOALS AVE SE @ NEWTON AVE SE,33.737617,-84.342476
3906,105124,105124,BOULDERCREST DR SE @ PIPER CIR SE,33.72686,-84.33315
3907,105126,105126,BOULDERCREST DR SE @ STALLINGS AVE SE,33.727843,-84.333635
3908,105130,105130,BOULDERCREST DR SE @ FLAT SHOALS RD SE,33.730708,-84.336396
3909,105152,105152,FLAT SHOALS AVE SE @ NEWTON AVE SE,33.738065,-84.342842
3910,105158,105158,FLAT SHOALS AVE SE @ CAVANAUGH AVE SE,33.731236,-84.337211
3911,105160,105160,BOULDERCREST DR SE @ FLAT SHOALS RD SE,33.72995,-84.335724
3912,105161,105161,BOULDERCREST DR SE @ WINFIELD AVE SE,33.72902,-84.33418
3913,105162,105162,BOULDERCREST DR SE @ BLACK OAK DR SE,33.72911,-84.3345
3914,105164,105164,BOULDERCREST DR SE @ STALLINGS AVE SE,33.727795,-84.333918
3915,105166,105166,BOULDERCREST DR SE @ WILLOW PL SE,33.72709,-84.33357
3916,105172,105172,HOSEA L WILLIAMS DR @ LAKEVIEW DR NE,33.751125,-84.314222
3917,105174,105174,HOSEA L WILLIAMS DR NE @ ROCKYFORD RD NE,33.751144,-84.316101
3918,105176,105176,HOSEA L WILLIAMS DR NE @ BATES AVE NE,33.751144,-84.31739
3919,105178,105178,HOSEA L WILLIAMS DR NE @ BRANHAM ST NE,33.751161,-84.318723
3920,105180,105180,HOSEA L WILLIAMS DR NE @ NORWOOD AVE NE,33.751171,-84.320145
3921,105182,105182,HOSEA L WILLIAMS DR @ KIRKWOOD RD,33.751175,-84.321533
3922,105184,105184,HOSEA L WILLIAMS DR @ DOYLE ST SE,33.75272,-84.324722
3923,105186,105186,HOSEA L WILLIAMS DR @ WARREN ST NE,33.753239,-84.325806
3924,105188,105188,HOSEA L WILLIAMS DR @ ROGERS ST NE,33.75339,-84.329028
3925,105190,105190,HOSEA L WILLIAMS DR NE @ CLAY ST NE,33.75339,-84.330333
3926,105192,105192,HOSEA L WILLIAMS DR @ CLIFTON ST NE,33.753399,-84.331616
3927,105194,105194,HOSEA L WILLIAMS DR @ WYMAN ST NE,33.753408,-84.333007
3928,105196,105196,HOSEA L WILLIAMS DR @ WOODBINE AVE,33.753417,-84.334573
3929,105198,105198,HOSEA L WILLIAMS DR @ ANNISTON AVE SE,33.753443,-84.337573
3930,105200,105200,HOSEA L WILLIAMS DR SE @ MAYSON AVE,33.753443,-84.338497
3931,105202,105202,MAYSON AVE NE@HARDEE ST NE,33.755368,-84.338595
3932,105203,105203,MAYSON AVE NE@HARDEE ST NE,33.755439,-84.338748
3933,105208,105208,HOSEA L WILLIAMS DR @ HOWARD ST NE,33.751984,-84.323425
3934,105210,105210,MEMORIAL DR SE@TRENTON ST SE,33.747552,-84.345855
3935,105212,105212,MEMORIAL DR SE@HAAS AVE SE,33.747535,-84.344388
3936,105214,105214,MEMORIAL DR SE@PATTERSON AVE SE,33.747535,-84.343247
3937,105216,105216,MEMORIAL DR SE@MEMORIAL TER SE,33.747535,-84.342344
3938,105218,105218,MEMORIAL DR SE@DOUGLAS ST SE,33.747313,-84.319886
3939,105220,105220,MEMORIAL DR SE@2154,33.747295,-84.317255
3940,105222,105222,MEMORIAL DR SE @ WATSON CIR,33.747294,-84.315429
3941,105226,105226,MEMORIAL DR SE @ DIXIE ST SE,33.747464,-84.335137
3942,105228,105228,MEMORIAL DR SE @ WILKINSON DR SE,33.747447,-84.328539
3943,105232,105232,MEMORIAL DR SE @ CLIFTON ST SE,33.747524,-84.331581
3944,105234,105234,MEMORIAL DR SE @ WYMAN ST SE,33.747627,-84.332749
3945,105236,105236,MEMORIAL DR SE @ DIXIE ST SE,33.747545,-84.3358
3946,105238,105238,MEMORIAL DR SE@1560,33.747635,-84.337524
3947,105240,105240,MEMORIAL DR SE@LAMON AVE SE,33.747555,-84.338493
3948,105242,105242,MEMORIAL DR SE@EASTSIDE AVE SE,33.747654,-84.339737
3949,105246,105246,MEMORIAL DR SE@PATTERSON AVE SE,33.747643,-84.343185
3950,105248,105248,MEMORIAL DR SE@HAAS AVE SE,33.747612,-84.344353
3951,105250,105250,MEMORIAL DR SE@DAHLGREEN ST SE,33.747612,-84.345329
3952,105251,105251,GLENWOOD AVE SE@TERRY MILL RD SE,33.739668,-84.322115
3953,105252,105252,GLENWOOD AVE SE@LOMITA RD,33.73991,-84.320637
3954,105254,105254,GLENWOOD AVE SE@LOMITA RD SE,33.740017,-84.320694
3955,105260,105260,GLENWOOD AVE SE @ EVA DAVIS WAY,33.740002,-84.314038
3956,105264,105264,GLENWOOD AVE SE @ EVA DAVIS WAY,33.740196,-84.313865
3957,105302,105302,LA FRANCE ST @ WHITEFOORD AVE,33.760443,-84.342532
3958,105339,105339,MEMORIAL DR SE @ S HOWARD ST,33.747402,-84.32356
3959,105349,105349,GLENWOOD AVE SE @ HOWARD ST SE,33.739838,-84.326354
3960,105370,105370,MAYSON AVE @ HOSEA L WILLIAMS DR,33.753551,-84.338649
3961,105372,105372,HOSEA L WILLIAMS DR @ ANNISTON AVE SE,33.753372,-84.337649
3962,105374,105374,HOSEA L WILLIAMS DR @ WOODBINE AVE SE,33.753345,-84.334692
3963,105376,105376,HOSEA L WILLIAMS DR @ WYMAN ST SE,33.753345,-84.33317
3964,105378,105378,HOSEA L WILLIAMS DR @ CLIFTON ST NE,33.753328,-84.331583
3965,105380,105380,HOSEA L WILLIAMS DR @ CLAY ST NE,33.753328,-84.33042
3966,105382,105382,HOSEA L WILLIAMS DR @ ROGERS ST SE,33.753319,-84.329268
3967,105383,105383,HOSEA L WILLIAMS DR SE @ WARREN ST SE,33.753301,-84.326561
3968,105384,105384,HOSEA L WILLIAMS DR @ DOYLE ST SE,33.752415,-84.324343
3969,105386,105386,HOSEA L WILLIAMS DR @ HOWARD ST SE,33.751466,-84.322854
3970,105390,105390,HOSEA L WILLIAMS DR NE @ NORWOOD AVE NE,33.75109,-84.320669
3971,105392,105392,HOSEA L WILLIAMS DR NE @ BATES AVE SE,33.751072,-84.317701
3972,105396,105396,HOSEA L WILLIAMS DR NE @ LAKEVIEW DR SE,33.751036,-84.31432
3973,105410,105410,MEMORIAL DR SE@1422,33.747517,-84.341214
3974,105412,105412,MEMORIAL DR SE@EASTSIDE AVE SE,33.747518,-84.339703
3975,105414,105414,MEMORIAL DR SE@LAMON AVE SE,33.747509,-84.338616
3976,105416,105416,MEMORIAL DR SE@1599,33.747491,-84.33755
3977,105422,105422,MEMORIAL DR SE@CLIFTON ST SE,33.747429,-84.33193
3978,105426,105426,MEMORIAL DR SE@WILKINSON DR SE,33.747253,-84.328728
3979,105428,105428,MEMORIAL DR SE @ WARREN ST SE,33.747366,-84.326321
3980,105430,105430,MEMORIAL DR SE@ELEANOR ST,33.74734,-84.324859
3981,105432,105432,FLAT SHOALS AVE SE @ MAY AVE SE,33.739058,-84.343918
3982,105448,105448,MEMORIAL DR SE @ WARREN ST SE,33.747429,-84.326234
3983,105452,105452,MEMORIAL DR @ PALATKA ST SE,33.747494,-84.321144
3984,105455,105455,MEMORIAL DR SE @ DOUGLAS ST SE,33.747366,-84.319451
3985,105456,105456,MEMORIAL DR SE @ 2154,33.747366,-84.317201
3986,105462,105462,GLENWOOD AVE SE@PATTERSON AVE SE,33.740079,-84.343658
3987,105464,105464,GLENWOOD AVE@PATTERSON AVE,33.740159,-84.343114
3988,105466,105466,GLENWOOD AVE SE@EASTSIDE AVE SE,33.739954,-84.340209
3989,105468,105468,GLENWOOD AVE SE@EASTSIDE AVE SE,33.74014,-84.33985
3990,105470,105470,GLENWOOD AVE@BLAKE AVE SE,33.740008,-84.338191
3991,105471,105471,GLENWOOD AVE@MCWILLIAMS AVE,33.739938,-84.336171
3992,105472,105472,GLENWOOD AVE@BLAKE AVE,33.740079,-84.338288
3993,105474,105474,GLENWOOD AVE SE@FLAT SHOALS AVE SE,33.740105,-84.345593
3994,105476,105476,FLAT SHOALS AVE @ GLENWOOD AVE,33.739864,-84.345011
3995,105478,105478,GLENWOOD AVE SE@FLAT SHOALS AVE SE,33.740168,-84.34531
3996,105512,105512,GLENWOOD AVE@MCWILLIAMS AVE,33.740062,-84.336017
3997,105517,105517,EVA DAVIS WAY @ LAKESIDE VILLAGE DR SE,33.743794,-84.314723
3998,105523,105523,EVA DAVIS WAY @ HILLSIDE VILLAGE DR,33.741028,-84.314363
3999,105572,105572,MEMORIAL DR @ E LAKE TER,33.74749,-84.313846
4000,105574,105574,GLENWOOD AVE SE @ BERNICE ST SE,33.740259,-84.317984
4001,105578,105578,EVA DAVIS WAY @ MEMORIAL DR SE,33.746447,-84.314677
4002,106002,106002,MCAFEE RD @ MARION CIR,33.731761,-84.293775
4003,106004,106004,MCAFEE RD @ STANTON ST,33.73183,-84.292727
4004,106006,106006,MCAFEE RD @ HOOPER ST,33.731741,-84.291467
4005,106008,106008,MCAFEE RD @ NORMAL ST,33.731731,-84.290326
4006,106012,106012,MCAFEE RD @ WINDYHILL RD,33.73168,-84.28543
4007,106014,106014,MCAFEE RD @ CANDLER RD,33.731685,-84.28347
4008,106016,106016,MCAFEE RD @ WILLA DR,33.731623,-84.280553
4009,106018,106018,MCAFEE RD @ DON JUAN LN,33.731706,-84.279162
4010,106020,106020,MCAFEE RD @ WILLA WAY,33.731719,-84.277023
4011,106022,106022,MCAFEE RD @ DANIEL AVE,33.73226,-84.299204
4012,106024,106024,MCAFEE RD @ PARKER AVE,33.732281,-84.300411
4013,106026,106026,MCAFEE RD @ MCAFEE PL,33.73222,-84.30187
4014,106028,106028,MCAFEE RD @ STARMOUNT,33.732159,-84.303864
4015,106030,106030,MCAFEE RD @ DELPHINE DR,33.73213,-84.305758
4016,106032,106032,MCAFEE RD @ 2ND AVE,33.732283,-84.309289
4017,106036,106036,MCAFEE RD @ WILLA WAY,33.73193,-84.27696
4018,106038,106038,MCAFEE RD @ DON JUAN LN,33.73198,-84.27888
4019,106040,106040,MCAFEE RD@WILLA DR,33.73201,-84.28008
4020,106042,106042,MCAFEE RD @ CANDLER RD,33.731882,-84.283142
4021,106048,106048,MCAFEE RD @ NORMAL ST,33.73209,-84.28991
4022,106050,106050,MCAFEE RD @ HOOPER ST,33.732145,-84.291051
4023,106052,106052,MCAFEE RD @ STANTON ST,33.73219,-84.29237
4024,106054,106054,MCAFEE RD @ MARION CIR,33.73202,-84.293836
4025,106056,106056,MCAFEE RD @ W LAKESIDE DR,33.73202,-84.296216
4026,106058,106058,MCAFEE RD @ QUILLIAN AVE,33.732244,-84.298234
4027,106064,106064,MCAFEE RD @ 2ND AVE,33.731966,-84.309174
4028,106066,106066,MCAFEE RD @ DELPHINE WAY,33.731895,-84.305046
4029,106068,106068,MCAFEE RD @ GARDEN CIR,33.731964,-84.303442
4030,106070,106070,MCAFEE RD @ MCAFEE PL,33.732022,-84.302226
4031,106072,106072,MCAFEE RD @ PARKER AVE,33.731905,-84.300515
4032,106074,106074,MCAFEE RD @ DANIEL AVE,33.73185,-84.29961
4033,106076,106076,MCAFEE RD @ QUILLIAN AVE,33.731858,-84.298169
4034,106078,106078,MCAFEE RD @ KEHELEY DR,33.731803,-84.296169
4035,106082,106082,CANDLER RD@TUPELO ST SE,33.748785,-84.292383
4036,106084,106084,CANDLER RD @ MEMORIAL DR SE,33.747263,-84.292145
4037,106086,106086,CANDLER RD@ALSTON DR SE,33.744775,-84.291048
4038,106088,106088,CANDLER RD@WHITE OAK DR,33.743214,-84.290451
4039,106090,106090,CANDLER RD@DAWES AVE,33.742168,-84.289925
4040,106092,106092,CANDLER RD @ SALMON AVE SE,33.740809,-84.289137
4041,106094,106094,CANDLER RD @ GLENWOOD RD,33.739045,-84.288318
4042,106096,106096,CANDLER RD @ HILLSIDE AVE,33.737281,-84.287323
4043,106098,106098,CANDLER RD @ NORTHVIEW AVE,33.735025,-84.285879
4044,106100,106100,CANDLER RD @ MELLVILLE AVE,33.73319,-84.284478
4045,106102,106102,CANDLER RD @ MCAFEE RD,33.731891,-84.283359
4046,106104,106104,CANDLER RD @ TILSON RD,33.729867,-84.281719
4047,106106,106106,CANDLER RD @ RALEIGH RUCKER WAY,33.727405,-84.279992
4048,106108,106108,CANDLER RD @ TILSON RD,33.729975,-84.28161
4049,106110,106110,CANDLER RD@MCAFEE RD,33.732321,-84.283587
4050,106112,106112,CANDLER RD@MELLVILLE AVE,33.733655,-84.284695
4051,106114,106114,CANDLER RD @ NORTHVIEW AVE,33.734604,-84.285455
4052,106116,106116,CANDLER RD@HILLSIDE AVE,33.736988,-84.286934
4053,106118,106118,CANDLER RD @ GLENWOOD RD,33.739457,-84.2883
4054,106120,106120,CANDLER RD@EASTWOOD DR,33.740746,-84.288995
4055,106122,106122,CANDLER RD@AMELIA AVE,33.741758,-84.289473
4056,106124,106124,CANDLER RD@WHITE OAK DR,33.742948,-84.290027
4057,106126,106126,CANDLER RD@ALSTON DR,33.74464,-84.290885
4058,106128,106128,CANDLER RD @ 240,33.745876,-84.291403
4059,106130,106130,CANDLER RD @ TUPELO ST,33.748078,-84.292166
4060,106132,106132,CANDLER RD @ CHEVELLE LN NE,33.751533,-84.292219
4061,106134,106134,CANDLER RD @ CANDLER PKY,33.72856,-84.280709
4062,106136,106136,CANDLER RD @ OAKLAND TER,33.727925,-84.280155
4063,106148,106148,HOSEA L WILLIAMS DR @ 1ST AVE,33.751098,-84.3112
4064,106150,106150,MEMORIAL DR SE @ 2ND AVE SE,33.747231,-84.30894
4065,106154,106154,MEMORIAL DR SE@COTTAGE GROVE AVE SE,33.746964,-84.306557
4066,106156,106156,MEMORIAL DR SE@CARTER AVE SE,33.746979,-84.305481
4067,106158,106158,MEMORIAL DR SE@GREEN AVE SE,33.747149,-84.301461
4068,106160,106160,MEMORIAL DR SE@DANIEL AVE SE,33.747131,-84.299276
4069,106162,106162,MEMORIAL DR SE@DANIEL AVE SE,33.747104,-84.298385
4070,106164,106164,MEMORIAL DR SE@SPENCE AVE SE,33.747076,-84.296265
4071,106166,106166,MEMORIAL DR SE@OAKRIDGE AVE SE,33.74695,-84.294323
4072,106168,106168,MEMORIAL DR SE @ CANDLER RD SE,33.747039,-84.291395
4073,106170,106170,MEMORIAL DR@RICHARD ALLEN DR,33.74703,-84.289123
4074,106172,106172,MEMORIAL DR@VENICE DR,33.747136,-84.28609
4075,106174,106174,MEMORIAL DR@DELANO DR,33.74747,-84.283107
4076,106176,106176,MEMORIAL DR@LINE ST,33.748163,-84.280274
4077,106178,106178,GLENWOOD AVE SE @ 2ND AVE SE,33.740008,-84.309756
4078,106180,106180,GLENWOOD AVE SE@2ND AVE SE,33.74007,-84.309637
4079,106182,106182,GLENWOOD AVE SE@SUMMIT DR,33.739998,-84.306495
4080,106184,106184,GLENWOOD AVE SE@SUMMIT DR,33.739906,-84.306665
4081,106186,106186,GLENWOOD AVE SE@CARTER AVE SE,33.73989,-84.304919
4082,106188,106188,GLENWOOD AVE SE@CARTER AVE SE,33.740093,-84.305435
4083,106190,106190,GLENWOOD AVE SE@PARKER AVE,33.739791,-84.300463
4084,106192,106192,GLENWOOD AVE SE@DANIEL AVE,33.739755,-84.299517
4085,106194,106194,GLENWOOD AVE SE@DANIEL AVE,33.739902,-84.299225
4086,106196,106196,GLENWOOD AVE SE @ QUILLIAN AVE,33.73971,-84.29717
4087,106198,106198,GLENWOOD AVE SE@QUILLIAN AVE,33.739845,-84.297623
4088,106200,106200,GLENWOOD AVE SE@ALLENDALE DR SE,33.739289,-84.294985
4089,106202,106202,GLENWOOD AVE SE@ALLENDALE DR SE,33.739426,-84.295128
4090,106204,106204,GLENWOOD AVE SE@ASHBURTON AVE,33.739011,-84.293877
4091,106206,106206,GLENWOOD AVE SE@ASHBURTON AVE,33.739073,-84.293811
4092,106208,106208,GLENWOOD AVE SE@HOOPER ST SE,33.738929,-84.291083
4093,106210,106210,GLENWOOD AVE SE @ HOOPER ST SE,33.738853,-84.291556
4094,106212,106212,GLENWOOD RD@MORGAN PL SE,33.738875,-84.289475
4095,106216,106216,GLENWOOD RD @ MORGAN PL SE,33.738729,-84.288792
4096,106218,106218,GLENWOOD RD @ CANDLER RD,33.738666,-84.287145
4097,106222,106222,GLENWOOD RD @ OLD HICKORY ST,33.738573,-84.283673
4098,106226,106226,GLENWOOD RD @ LINE ST,33.738463,-84.280025
4099,106228,106228,GLENWOOD RD @ THOMAS ST,33.738525,-84.277359
4100,106230,106230,GLENWOOD RD @ LINE ST,33.738622,-84.280731
4101,106234,106234,GLENWOOD RD @ OLD HICKORY ST,33.738699,-84.283234
4102,106238,106238,GLENWOOD RD @ CANDLER RD,33.738859,-84.287846
4103,106240,106240,E LAKE DR @ W PHARR RD,33.754845,-84.301489
4104,106242,106242,E LAKE DR NE@KNOX ST NE,33.75264,-84.301842
4105,106244,106244,E LAKE DR SE@HOSEA L WILLIAMS DR,33.751365,-84.301481
4106,106246,106246,HOSEA L WILLIAMS DR @ DANIEL AVE SE,33.751302,-84.298579
4107,106248,106248,HOSEA L WILLIAMS DR @ SPENCE AVE SE,33.751382,-84.296155
4108,106252,106252,HOSEA L WILLIAMS DR @ CANDLER RD,33.751533,-84.292339
4109,106268,106268,FAIRLEE DR@MELANIE CT,33.747026,-84.277763
4110,106270,106270,LINE ST @ LINE CIR,33.745533,-84.280052
4111,106272,106272,WHITE OAK DR @ LINE ST,33.742936,-84.279625
4112,106274,106274,WHITE OAK DR @ THOMAS ST,33.743061,-84.277115
4113,106278,106278,HOSEA L WILLIAMS DR @ SPENCE AVE,33.751534,-84.296013
4114,106280,106280,HOSEA L WILLIAMS DR @ DANIEL AVE,33.751454,-84.298427
4115,106282,106282,HOSEA L WILLIAMS DR @  E LAKE DR,33.751377,-84.301259
4116,106284,106284,E LAKE DR@KNOX ST,33.752258,-84.301216
4117,106286,106286,E LAKE DR @ W PHARR RD,33.754598,-84.301384
4118,106292,106292,2ND AVE @ NORTHERN ST,33.752022,-84.309883
4119,106294,106294,2ND AVE @ HOSEA L WILLIAMS DR,33.750785,-84.309798
4120,106296,106296,2ND AVE SE @ COTTAGE GROVE AVE,33.749478,-84.309809
4121,106298,106298,2ND AVE SE @ MEMORIAL DR SE,33.747347,-84.309787
4122,106308,106308,2ND AVE @ SWAZEY DR,33.738987,-84.309853
4123,106310,106310,2ND AVE @ 1900,33.736534,-84.309692
4124,106312,106312,2ND AVE @ KHALIL DR,33.734315,-84.309812
4125,106316,106316,2ND AVE @ LILAC LN,33.731531,-84.309649
4126,106324,106324,TILSON RD @ CANDLER RD,33.72951,-84.281828
4127,106326,106326,TILSON RD @ CANDLER RD,33.729492,-84.281513
4128,106330,106330,TILSON RD @ WINDYHILL RD,33.729144,-84.285817
4129,106334,106334,TILSON RD @ 2580,33.727624,-84.290393
4130,106342,106342,2ND AVE @ CAMELLIA DR,33.728568,-84.308802
4131,106346,106346,2ND AVE @ MCAFEE RD,33.731987,-84.309595
4132,106350,106350,2ND AVE @ COGAR DR,33.734383,-84.309448
4133,106352,106352,2ND AVE @ 1900,33.736485,-84.309433
4134,106354,106354,2ND AVE @ SWAZEY DR,33.738924,-84.30968
4135,106362,106362,2ND AVE SE @ ALSTON DR SE,33.745029,-84.309525
4136,106366,106366,2ND AVE SE @ 90,33.749272,-84.309689
4137,106370,106370,2ND AVE @ NORTHERN ST,33.752098,-84.309547
4138,106380,106380,HOSEA L WILLIAMS DR NE @ 1ST AVE SE,33.751009,-84.311298
4139,106390,106390,CANDLER ST@CANDLER DR,33.755059,-84.291718
4140,106392,106392,S CANDLER ST @ OVERLOOK BLUFF,33.756223,-84.291402
4141,106394,106394,CANDLER ST @ E PHARR RD,33.753878,-84.291914
4142,106396,106396,S CANDLER ST @ CANDLER DR,33.754496,-84.291707
4143,106398,106398,S CANDLER ST @ E PHARR RD,33.753296,-84.291936
4144,106400,106400,CANDLER RD @ HOSEA L WILLIAMS DR,33.751678,-84.292442
4145,106402,106402,2ND AVE @ GORDON ST,33.753856999999996,-84.309601
4146,106404,106404,2ND AVE @ 351,33.754852,-84.310555
4147,106406,106406,2ND AVE @ OAKVIEW RD,33.754223,-84.310173
4148,106412,106412,MEMORIAL DR@CARTER AVE,33.747239,-84.30507
4149,106414,106414,MEMORIAL DR@LAKE DR SE,33.747158,-84.302678
4150,106416,106416,MEMORIAL DR@LAKE DR SE,33.747221,-84.302624
4151,106420,106420,MEMORIAL DR SE@DANIEL AVE,33.74736,-84.2995
4152,106422,106422,MEMORIAL DR SE@DANIEL AVE,33.747318,-84.298141
4153,106424,106424,MEMORIAL DR SE@SPENCE AVE,33.747322,-84.295959
4154,106426,106426,MEMORIAL DR SE@OAKRIDGE AVE SE,33.747284,-84.293877
4155,106428,106428,MEMORIAL DR SE @ 1ST AVE,33.747339,-84.311157
4156,106430,106430,MEMORIAL DR SE @ 1ST AVE,33.747278,-84.311029
4157,106432,106432,MEMORIAL DR SE@SECOND AVE,33.747312,-84.30969
4158,106433,106433,MEMORIAL DR SE @ CANDLER RD SE,33.747111,-84.291634
4159,106434,106434,MEMORIAL DR SE@ELLINGTON ST,33.747246,-84.289169
4160,106438,106438,MEMORIAL DR SE@DELANO DR,33.747502,-84.283644
4161,106440,106440,MEMORIAL DR SE @ WOODFERN DR,33.7482,-84.280771
4162,106444,106444,GLENWOOD AVE SE@PARKER AVE,33.739902,-84.300262
4163,106446,106446,MCAFEE RD@WINDYHILL RD,33.732083,-84.285337
4164,106452,106452,FAIRLEE DR@CONWAY RD,33.747036,-84.279156
4165,106464,106464,2ND AVE @ CAMELLIA DR,33.728789,-84.309067
4166,106466,106466,TILSON RD @ WINDYHILL RD,33.729037,-84.285643
4167,106468,106468,TILSON RD @ 2580,33.727722,-84.290186
4168,106474,106474,2ND AVE @ DANCING FOX RD,33.73794,-84.309724
4169,106476,106476,2ND AVE @ DANCING FOX RD,33.73794,-84.309637
4170,106478,106478,GLENWOOD AVE @ FAYETTEVILLE RD,33.739926,-84.311403
4171,107012,107012,SHAMROCK DR @ SANDUSKY DR,33.730348,-84.257353
4172,107014,107014,MCAFEE RD @ DELLWOOD PL,33.731558,-84.275036
4173,107016,107016,MCAFEE RD @ HOLLY HILL DR,33.73156,-84.273773
4174,107018,107018,MCAFEE RD @ SEAVEY DR,33.731502,-84.272592
4175,107022,107022,GLENDALE DR @ 2106,33.72848,-84.26318
4176,107026,107026,MCAFEE RD @ LAUREL LN,33.731487,-84.260742
4177,107028,107028,MCAFEE RD @ BANDERA DR,33.73138,-84.25925
4178,107044,107044,MCAFEE RD @ LONG DR,33.73175,-84.272079
4179,107046,107046,MCAFEE RD @ DELLWOOD PL,33.73193,-84.27469
4180,107048,107048,MCAFEE RD @ HOLLY HILL DR,33.731781,-84.273499
4181,107050,107050,MEMORIAL DR@CARTER RD,33.74974,-84.276257
4182,107052,107052,MEMORIAL DR@RUPERT RD,33.750515,-84.274761
4183,107054,107054,PEACHCREST RD @ GLENN RD,33.755237,-84.250775
4184,107056,107056,PEACHCREST RD @ GLENN RD,33.755192,-84.250631
4185,107058,107058,PEACHCREST RD @ ORCHARD CIR,33.753357,-84.24994
4186,107060,107060,PEACHCREST RD @ MARYVALE DR,33.752136,-84.249557
4187,107062,107062,PEACHCREST RD @ MARYVALE DR,33.751777,-84.249664
4188,107064,107064,PEACHCREST RD @ MAPLEHURST DR,33.750789,-84.249617
4189,107066,107066,PEACHCREST RD @ MAPLEHURST DR,33.750689,-84.24953
4190,107068,107068,PEACHCREST RD @ JACKSON DR,33.749608,-84.250114
4191,107070,107070,PEACHCREST RD @ JACKSON DR,33.749455,-84.250107
4192,107072,107072,PEACHCREST RD @ PINEHILL DR,33.748479,-84.250945
4193,107074,107074,PEACHCREST RD @ PINEHILL DR,33.748207,-84.2509
4194,107076,107076,PEACHCREST RD @ LONGLEAF DR,33.747323,-84.251742
4195,107078,107078,PEACHCREST RD @ WILD FLOWER CV,33.746154,-84.252348
4196,107080,107080,PEACHCREST RD @ WILD FLOWER CV,33.74573,-84.25242
4197,107082,107082,PEACHCREST RD @ COLUMBIA TRCE,33.744122,-84.253112
4198,107084,107084,PEACHCREST RD @ PHILLIP CIR,33.743005,-84.253142
4199,107086,107086,PEACHCREST RD @ MISTY VALLEY RD,33.741882,-84.253098
4200,107088,107088,PEACHCREST RD @ PHILLIP CIR,33.7431,-84.253242
4201,107090,107090,COLUMBIA DR @ PEACHCREST RD,33.740644,-84.253165
4202,107091,107091,COLUMBIA DR@PEACHCREST RD,33.741245,-84.253576
4203,107092,107092,COLUMBIA DR @ 1757,33.73935,-84.252784
4204,107094,107094,COLUMBIA DR @ GLENWOOD RD,33.738763,-84.25229
4205,107096,107096,COLUMBIA DR @ GLENWOOD RD,33.737759,-84.251905
4206,107098,107098,COLUMBIA DR @ GLENWOOD RD,33.736987,-84.252054
4207,107100,107100,COLUMBIA DR @ SPRING LAKE DR,33.73506,-84.252141
4208,107101,107101,COLUMBIA DR @ ELGIN DR,33.736199,-84.25184
4209,107102,107102,COLUMBIA DR @ SPRING LAKE DR,33.734586,-84.251981
4210,107104,107104,COLUMBIA DR @ SNAPFINGER RD,33.73299,-84.25197
4211,107106,107106,COLUMBIA DR @ WICKHAM DR,33.731838,-84.251984
4212,107108,107108,COLUMBIA DR@HOMERA PL,33.73093,-84.25201
4213,107110,107110,COLUMBIA DR@HYLAND DR,33.729897,-84.252029
4214,107112,107112,COLUMBIA DR@IRISH LN,33.728802,-84.251961
4215,107114,107114,COLUMBIA DR@IRISH LN,33.727501,-84.252022
4216,107116,107116,COLUMBIA DR@IRISH LN,33.727123,-84.251495
4217,107118,107118,GLENWOOD RD @ THOMAS ST,33.738363,-84.276521
4218,107120,107120,GLENWOOD RD @ WELIKA DR,33.738301,-84.274367
4219,107122,107122,GLENWOOD RD @ MEADOW LN,33.738214,-84.270291
4220,107124,107124,GLENWOOD RD @ HILLSDALE DR,33.738131,-84.267423
4221,107128,107128,GLENWOOD RD @ GLENDALE DR,33.738052,-84.263634
4222,107132,107132,GLENWOOD RD @ SHAMROCK DR,33.73795,-84.25864
4223,107134,107134,GLENWOOD RD@GLENVALE PL,33.738001,-84.256759
4224,107136,107136,GLENWOOD RD@COLUMBIA PL,33.737974,-84.255444
